query_def_tech_label,top_def_tech_label,def_tactic_label,def_tactic_rel_label,def_tech_label,def_artifact_rel_label,def_artifact_label,off_artifact_label,off_artifact_rel_label,off_tech_label,off_tech_id,off_tech_parent_label,off_tech_parent_is_toplevel,off_tactic_rel_label,off_tactic_label,def_tactic,def_tactic_rel,def_tech,def_artifact_rel,def_artifact,off_artifact,off_artifact_rel,off_tech,off_tech_parent,off_tactic_rel,off_tactic
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Database File,may-access,Credentials from Password Stores,T1555,Credential Access Technique,true,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#DatabaseFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-access,http://d3fend.mitre.org/ontologies/d3fend.owl#T1555,http://d3fend.mitre.org/ontologies/d3fend.owl#CredentialAccessTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,Memory Boundary Tracking,analyzes,Process Code Segment,Process Code Segment,may-modify,Exploitation for Credential Access,T1212,Credential Access Technique,true,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#MemoryBoundaryTracking,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessCodeSegment,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessCodeSegment,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1212,http://d3fend.mitre.org/ontologies/d3fend.owl#CredentialAccessTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,Service Binary Verification,verifies,Service Application,Credential Management System,may-access,Exploitation for Credential Access,T1212,Credential Access Technique,true,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ServiceBinaryVerification,http://d3fend.mitre.org/ontologies/d3fend.owl#verifies,http://d3fend.mitre.org/ontologies/d3fend.owl#ServiceApplication,http://d3fend.mitre.org/ontologies/d3fend.owl#CredentialManagementSystem,http://d3fend.mitre.org/ontologies/d3fend.owl#may-access,http://d3fend.mitre.org/ontologies/d3fend.owl#T1212,http://d3fend.mitre.org/ontologies/d3fend.owl#CredentialAccessTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,Scheduled Job Analysis,analyzes,Job Schedule,Job Schedule,modifies,Scheduled Task/Job,T1053,Persistence Technique,true,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ScheduledJobAnalysis,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#JobSchedule,http://d3fend.mitre.org/ontologies/d3fend.owl#JobSchedule,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1053,http://d3fend.mitre.org/ontologies/d3fend.owl#PersistenceTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,System Daemon Monitoring,monitors,Operating System Process,Scheduled Job,executes,Scheduled Task/Job,T1053,Persistence Technique,true,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemDaemonMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#monitors,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemProcess,http://d3fend.mitre.org/ontologies/d3fend.owl#ScheduledJob,http://d3fend.mitre.org/ontologies/d3fend.owl#executes,http://d3fend.mitre.org/ontologies/d3fend.owl#T1053,http://d3fend.mitre.org/ontologies/d3fend.owl#PersistenceTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,Scheduled Job Analysis,analyzes,Job Schedule,Job Schedule,modifies,Scheduled Task/Job,T1053,Privilege Escalation Technique,true,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ScheduledJobAnalysis,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#JobSchedule,http://d3fend.mitre.org/ontologies/d3fend.owl#JobSchedule,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1053,http://d3fend.mitre.org/ontologies/d3fend.owl#PrivilegeEscalationTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Platform Monitoring,Platform Monitoring,Detect,enables,System Daemon Monitoring,monitors,Operating System Process,Scheduled Job,executes,Scheduled Task/Job,T1053,Privilege Escalation Technique,true,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemDaemonMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#monitors,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemProcess,http://d3fend.mitre.org/ontologies/d3fend.owl#ScheduledJob,http://d3fend.mitre.org/ontologies/d3fend.owl#executes,http://d3fend.mitre.org/ontologies/d3fend.owl#T1053,http://d3fend.mitre.org/ontologies/d3fend.owl#PrivilegeEscalationTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Platform Monitoring,Platform Monitoring,Detect,enables,Memory Boundary Tracking,analyzes,Process Code Segment,Process Code Segment,modifies,Exploitation for Privilege Escalation,T1068,Privilege Escalation Technique,true,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#MemoryBoundaryTracking,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessCodeSegment,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessCodeSegment,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1068,http://d3fend.mitre.org/ontologies/d3fend.owl#PrivilegeEscalationTechnique,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Platform Monitoring,Platform Monitoring,Detect,enables,System File Analysis,analyzes,Operating System File,Operating System File,accesses,Proc Filesystem,T1003.007,OS Credential Dumping,false,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemFileAnalysis,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003.007,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Operating System File,accesses,Proc Filesystem,T1003.007,OS Credential Dumping,false,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003.007,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Password File,accesses,/etc/passwd and /etc/shadow,T1003.008,OS Credential Dumping,false,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PasswordFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003.008,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,Application Exception Monitoring,monitors,Log,Log,may-modify,Cached Domain Credentials,T1003.005,OS Credential Dumping,false,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ApplicationExceptionMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#monitors,http://d3fend.mitre.org/ontologies/d3fend.owl#Log,http://d3fend.mitre.org/ontologies/d3fend.owl#Log,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003.005,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,Operational Process Monitoring,monitors,Event Log,Event Log,may-modify,DCSync,T1003.006,OS Credential Dumping,false,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#OperationalProcessMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#monitors,http://d3fend.mitre.org/ontologies/d3fend.owl#EventLog,http://d3fend.mitre.org/ontologies/d3fend.owl#EventLog,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003.006,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,Application Exception Monitoring,monitors,Log,Event Log,may-modify,DCSync,T1003.006,OS Credential Dumping,false,enables,Credential Access,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ApplicationExceptionMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#monitors,http://d3fend.mitre.org/ontologies/d3fend.owl#Log,http://d3fend.mitre.org/ontologies/d3fend.owl#EventLog,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003.006,http://d3fend.mitre.org/ontologies/d3fend.owl#T1003,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0006
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Executable File,obfuscates,Software Packing,T1027.002,Obfuscated Files or Information,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#obfuscates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1027.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1027,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Executable File,creates,Compile After Delivery,T1027.004,Obfuscated Files or Information,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1027.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1027,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Executable Binary,modifies,Binary Padding,T1027.001,Obfuscated Files or Information,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1027.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1027,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,File,may-create,Match Legitimate Resource Name or Location,T1036.005,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.005,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,File,creates,Space after Filename,T1036.006,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.006,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Executable Binary,creates,Invalid Code Signature,T1036.001,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,System File Analysis,analyzes,Operating System File,Operating System Executable File,may-modify,Rename Legitimate Utilities,T1036.003,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemFileAnalysis,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Executable File,may-create,Rename Legitimate Utilities,T1036.003,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Operating System Executable File,may-modify,Rename Legitimate Utilities,T1036.003,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,Scheduled Job Analysis,analyzes,Job Schedule,Job Schedule,modifies,Masquerade Task or Service,T1036.004,Masquerading,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ScheduledJobAnalysis,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#JobSchedule,http://d3fend.mitre.org/ontologies/d3fend.owl#JobSchedule,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1036,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,System Init Script,modifies,RC Scripts,T1037.004,Boot or Logon Initialization Scripts,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,System Init Config Analysis,analyzes,System Init Configuration,System Init Script,modifies,RC Scripts,T1037.004,Boot or Logon Initialization Scripts,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemInitConfigAnalysis,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemInitConfiguration,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,User Init Script,modifies,Logon Script (Windows),T1037.001,Boot or Logon Initialization Scripts,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#UserInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,User Init Script,modifies,Login Hook,T1037.002,Boot or Logon Initialization Scripts,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#UserInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,Network Init Script File Resource,modifies,Network Logon Script,T1037.003,Boot or Logon Initialization Scripts,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#NetworkInitScriptFileResource,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,User Init Script,modifies,Logon Script (Windows),T1037.001,Boot or Logon Initialization Scripts,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#UserInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Platform Monitoring,Platform Monitoring,Detect,enables,File Integrity Monitoring,analyzes,File,User Init Script,modifies,Login Hook,T1037.002,Boot or Logon Initialization Scripts,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Detect,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#FileIntegrityMonitoring,http://d3fend.mitre.org/ontologies/d3fend.owl#analyzes,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#UserInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
