query_def_tech_label,top_def_tech_label,def_tactic_label,def_tactic_rel_label,def_tech_label,def_artifact_rel_label,def_artifact_label,off_artifact_label,off_artifact_rel_label,off_tech_label,off_tech_id,off_tech_parent_label,off_tech_parent_is_toplevel,off_tactic_rel_label,off_tactic_label,def_tactic,def_tactic_rel,def_tech,def_artifact_rel,def_artifact,off_artifact,off_artifact_rel,off_tech,off_tech_parent,off_tactic_rel,off_tactic
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Property List File,creates,Launchd,T1053.004,Scheduled Task/Job,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1053.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1053,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,System Init Script,modifies,RC Scripts,T1037.004,Boot or Logon Initialization Scripts,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemInitScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1037,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,adds,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#adds,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,loads,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Executable Binary,may-add,Thread Execution Hijacking,T1055.003,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#may-add,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Operating System File,accesses,Proc Memory,T1055.009,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.009,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Operating System File,may-modify,Proc Memory,T1055.009,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.009,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,accesses,VDSO Hijacking,T1055.014,Process Injection,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.014,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,accesses,VDSO Hijacking,T1055.014,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.014,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,loads,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,adds,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#adds,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Object File,may-add,Portable Executable Injection,T1055.002,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ObjectFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-add,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Operating System Log File,modifies,Clear Linux or Mac System Logs,T1070.002,Indicator Removal,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemLogFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,File,may-modify,File Deletion,T1070.004,Indicator Removal,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,File,deletes,File Deletion,T1070.004,Indicator Removal,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#deletes,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Certificate File,may-transfer,Web Protocols,T1071.001,Application Layer Protocol,false,enables,Command And Control,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#CertificateFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-transfer,http://d3fend.mitre.org/ontologies/d3fend.owl#T1071.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1071,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0011
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,File,may-create,Local Data Staging,T1074.001,Data Staged,false,enables,Collection,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1074.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1074,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0009
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Email,reads,Local Email Collection,T1114.001,Email Collection,false,enables,Collection,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#Email,http://d3fend.mitre.org/ontologies/d3fend.owl#reads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1114.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1114,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0009
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Executable Script,may-add,Office Template Macros,T1137.001,Office Application Startup,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableScript,http://d3fend.mitre.org/ontologies/d3fend.owl#may-add,http://d3fend.mitre.org/ontologies/d3fend.owl#T1137.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1137,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Executable Script,may-modify,Office Template Macros,T1137.001,Office Application Startup,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableScript,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1137.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1137,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Office Application File,adds,Outlook Forms,T1137.003,Office Application Startup,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OfficeApplicationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#adds,http://d3fend.mitre.org/ontologies/d3fend.owl#T1137.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1137,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Executable File,executes,Malicious File,T1204.002,User Execution,false,enables,Execution,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#executes,http://d3fend.mitre.org/ontologies/d3fend.owl#T1204.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1204,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0002
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Compiler Configuration File,modifies,MSBuild,T1127.001,Trusted Developer Utilities Proxy Execution,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#CompilerConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1127.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1127,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Microsoft HTML Application,interprets,Mshta,T1218.005,System Binary Proxy Execution,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#MicrosoftHTMLApplication,http://d3fend.mitre.org/ontologies/d3fend.owl#interprets,http://d3fend.mitre.org/ontologies/d3fend.owl#T1218.005,http://d3fend.mitre.org/ontologies/d3fend.owl#T1218,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Shared Library File,loads,Rundll32,T1218.011,System Binary Proxy Execution,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1218.011,http://d3fend.mitre.org/ontologies/d3fend.owl#T1218,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Web Script File,adds,Web Shell,T1505.003,Server Software Component,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#WebScriptFile,http://d3fend.mitre.org/ontologies/d3fend.owl#adds,http://d3fend.mitre.org/ontologies/d3fend.owl#T1505.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1505,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Property List File,creates,Launch Agent,T1543.001,Create or Modify System Process,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Operating System Configuration File,may-create,Systemd Service,T1543.002,Create or Modify System Process,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Operating System Configuration File,may-modify,Systemd Service,T1543.002,Create or Modify System Process,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Property List File,modifies,Launch Daemon,T1543.004,Create or Modify System Process,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,Executable Binary,modifies,LC_LOAD_DYLIB Addition,T1546.006,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.006,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
File Content Decompression Checking,Content Filtering,Isolate,enables,Content Filtering,filters,File,User Init Configuration File,modifies,Unix Shell Configuration Modification,T1546.004,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Isolate,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#ContentFiltering,http://d3fend.mitre.org/ontologies/d3fend.owl#filters,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#UserInitConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
